AGE,CI_LOWER,CI_UPPER,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR,RATE == as.numeric(RATE)
65-69,3.4,4.2,371,Incidence,9830796,All Races,3.8,Male and Female,Mesothelioma,2003,TRUE
70-74,5.1,6.1,484,Incidence,8670119,All Races,5.6,Male and Female,Mesothelioma,2003,TRUE
75-79,8.0,9.3,646,Incidence,7497842,All Races,8.6,Male and Female,Mesothelioma,2003,TRUE
80-84,8.7,10.3,512,Incidence,5398596,All Races,9.5,Male and Female,Mesothelioma,2003,TRUE
85+,6.1,7.7,307,Incidence,4466176,All Races,6.9,Male and Female,Mesothelioma,2003,TRUE
<1,~,~,~,Incidence,3975871,All Races,NA,Male and Female,Mesothelioma,2003,NA
1-4,~,~,~,Incidence,15616575,All Races,NA,Male and Female,Myeloma,2003,NA
10-14,~,~,~,Incidence,21415353,All Races,NA,Male and Female,Myeloma,2003,NA
15-19,~,~,~,Incidence,20797166,All Races,NA,Male and Female,Myeloma,2003,NA
20-24,~,~,~,Incidence,20591688,All Races,NA,Male and Female,Myeloma,2003,NA
25-29,0.1,0.2,20,Incidence,18771585,All Races,0.1,Male and Female,Myeloma,2003,TRUE
30-34,0.3,0.4,70,Incidence,20472210,All Races,0.3,Male and Female,Myeloma,2003,TRUE
35-39,0.6,0.8,145,Incidence,21264159,All Races,0.7,Male and Female,Myeloma,2003,TRUE
40-44,1.5,1.8,374,Incidence,22890047,All Races,1.6,Male and Female,Myeloma,2003,TRUE
45-49,3.1,3.5,715,Incidence,21722676,All Races,3.3,Male and Female,Myeloma,2003,TRUE
5-9,~,~,~,Incidence,19620851,All Races,NA,Male and Female,Myeloma,2003,NA
50-54,5.8,6.5,1178,Incidence,19097278,All Races,6.2,Male and Female,Myeloma,2003,TRUE
55-59,10.0,11.0,1662,Incidence,15814557,All Races,10.5,Male and Female,Myeloma,2003,TRUE
60-64,15.0,16.4,1915,Incidence,12194388,All Races,15.7,Male and Female,Myeloma,2003,TRUE
65-69,21.2,23.1,2174,Incidence,9830796,All Races,22.1,Male and Female,Myeloma,2003,TRUE
70-74,28.6,30.9,2579,Incidence,8670119,All Races,29.7,Male and Female,Myeloma,2003,TRUE
75-79,35.2,38.0,2743,Incidence,7497842,All Races,36.6,Male and Female,Myeloma,2003,TRUE
80-84,38.8,42.2,2186,Incidence,5398596,All Races,40.5,Male and Female,Myeloma,2003,TRUE
85+,32.3,35.7,1516,Incidence,4466176,All Races,33.9,Male and Female,Myeloma,2003,TRUE
<1,~,~,~,Incidence,3975871,All Races,NA,Male and Female,Myeloma,2003,NA
1-4,0.6,0.9,115,Incidence,15616575,All Races,0.7,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
10-14,0.9,1.2,219,Incidence,21415353,All Races,1,Male and Female,Non-Hodgkin Lymphoma,2003,FALSE
15-19,1.4,1.8,334,Incidence,20797166,All Races,1.6,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
20-24,2.1,2.5,470,Incidence,20591688,All Races,2.3,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
25-29,3.0,3.6,620,Incidence,18771585,All Races,3.3,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
30-34,4.8,5.4,1048,Incidence,20472210,All Races,5.1,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
35-39,6.9,7.6,1537,Incidence,21264159,All Races,7.2,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
40-44,9.9,10.7,2351,Incidence,22890047,All Races,10.3,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
45-49,15.1,16.2,3399,Incidence,21722676,All Races,15.6,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
5-9,0.9,1.2,204,Incidence,19620851,All Races,1,Male and Female,Non-Hodgkin Lymphoma,2003,FALSE
50-54,21.6,23.0,4255,Incidence,19097278,All Races,22.3,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
55-59,31.7,33.5,5149,Incidence,15814557,All Races,32.6,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
60-64,45.5,47.9,5696,Incidence,12194388,All Races,46.7,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
65-69,62.5,65.6,6295,Incidence,9830796,All Races,64,Male and Female,Non-Hodgkin Lymphoma,2003,FALSE
70-74,81.1,84.9,7197,Incidence,8670119,All Races,83,Male and Female,Non-Hodgkin Lymphoma,2003,FALSE
75-79,101.3,105.9,7768,Incidence,7497842,All Races,103.6,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
80-84,109.6,115.2,6066,Incidence,5398596,All Races,112.4,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
85+,102.5,108.5,4711,Incidence,4466176,All Races,105.5,Male and Female,Non-Hodgkin Lymphoma,2003,TRUE
<1,~,~,~,Incidence,3975871,All Races,NA,Male and Female,Non-Hodgkin Lymphoma,2003,NA
1-4,~,~,~,Incidence,15616575,All Races,NA,Male and Female,Oral Cavity and Pharynx,2003,NA
10-14,0.2,0.4,58,Incidence,21415353,All Races,0.3,Male and Female,Oral Cavity and Pharynx,2003,TRUE
15-19,0.4,0.6,108,Incidence,20797166,All Races,0.5,Male and Female,Oral Cavity and Pharynx,2003,TRUE
20-24,0.6,0.8,137,Incidence,20591688,All Races,0.7,Male and Female,Oral Cavity and Pharynx,2003,TRUE
25-29,1.0,1.4,223,Incidence,18771585,All Races,1.2,Male and Female,Oral Cavity and Pharynx,2003,TRUE
30-34,1.5,1.8,336,Incidence,20472210,All Races,1.6,Male and Female,Oral Cavity and Pharynx,2003,TRUE
35-39,2.9,3.3,656,Incidence,21264159,All Races,3.1,Male and Female,Oral Cavity and Pharynx,2003,TRUE
40-44,6.1,6.8,1471,Incidence,22890047,All Races,6.4,Male and Female,Oral Cavity and Pharynx,2003,TRUE
45-49,12.1,13.0,2729,Incidence,21722676,All Races,12.6,Male and Female,Oral Cavity and Pharynx,2003,TRUE
5-9,0.1,0.2,31,Incidence,19620851,All Races,0.2,Male and Female,Oral Cavity and Pharynx,2003,TRUE
50-54,20.1,21.4,3962,Incidence,19097278,All Races,20.7,Male and Female,Oral Cavity and Pharynx,2003,TRUE
55-59,26.5,28.1,4318,Incidence,15814557,All Races,27.3,Male and Female,Oral Cavity and Pharynx,2003,TRUE
60-64,31.9,34.0,4016,Incidence,12194388,All Races,32.9,Male and Female,Oral Cavity and Pharynx,2003,TRUE
65-69,36.4,38.8,3698,Incidence,9830796,All Races,37.6,Male and Female,Oral Cavity and Pharynx,2003,TRUE
70-74,38.2,40.9,3430,Incidence,8670119,All Races,39.6,Male and Female,Oral Cavity and Pharynx,2003,TRUE
75-79,39.1,42.0,3037,Incidence,7497842,All Races,40.5,Male and Female,Oral Cavity and Pharynx,2003,TRUE
80-84,37.1,40.5,2093,Incidence,5398596,All Races,38.8,Male and Female,Oral Cavity and Pharynx,2003,TRUE
85+,39.6,43.4,1850,Incidence,4466176,All Races,41.4,Male and Female,Oral Cavity and Pharynx,2003,TRUE
<1,~,~,~,Incidence,3975871,All Races,NA,Male and Female,Oral Cavity and Pharynx,2003,NA
1-4,~,~,~,Incidence,7636693,All Races,NA,Male and Female,Ovary,2003,NA
10-14,0.6,0.9,76,Incidence,10444875,All Races,0.7,Male and Female,Ovary,2003,TRUE
15-19,1.0,1.5,127,Incidence,10086567,All Races,1.3,Male and Female,Ovary,2003,TRUE
20-24,1.4,2.0,170,Incidence,10093723,All Races,1.7,Male and Female,Ovary,2003,TRUE
25-29,1.9,2.5,206,Incidence,9307104,All Races,2.2,Male and Female,Ovary,2003,TRUE
30-34,2.9,3.6,327,Incidence,10193818,All Races,3.2,Male and Female,Ovary,2003,TRUE
35-39,4.7,5.5,542,Incidence,10660101,All Races,5.1,Male and Female,Ovary,2003,TRUE
40-44,9.1,10.2,1116,Incidence,11546602,All Races,9.7,Male and Female,Ovary,2003,TRUE
45-49,14.7,16.1,1694,Incidence,11017265,All Races,15.4,Male and Female,Ovary,2003,TRUE
5-9,~,~,~,Incidence,9581247,All Races,NA,Male and Female,Ovary,2003,NA
50-54,21.7,23.6,2210,Incidence,9759654,All Races,22.6,Male and Female,Ovary,2003,TRUE
55-59,27.4,29.7,2323,Incidence,8141956,All Races,28.5,Male and Female,Ovary,2003,TRUE
60-64,35.2,38.2,2338,Incidence,6377463,All Races,36.7,Male and Female,Ovary,2003,TRUE
65-69,42.1,45.7,2306,Incidence,5253706,All Races,43.9,Male and Female,Ovary,2003,TRUE
70-74,47.2,51.2,2359,Incidence,4794496,All Races,49.2,Male and Female,Ovary,2003,TRUE
75-79,52.1,56.5,2368,Incidence,4365982,All Races,54.2,Male and Female,Ovary,2003,TRUE
80-84,56.3,61.5,1969,Incidence,3347175,All Races,58.8,Male and Female,Ovary,2003,TRUE
85+,49.2,54.3,1618,Incidence,3127975,All Races,51.7,Male and Female,Ovary,2003,TRUE
<1,~,~,~,Incidence,1942634,All Races,NA,Male and Female,Ovary,2003,NA
1-4,~,~,~,Incidence,15616575,All Races,NA,Male and Female,Pancreas,2003,NA
10-14,~,~,~,Incidence,21415353,All Races,NA,Male and Female,Pancreas,2003,NA
15-19,~,~,~,Incidence,20797166,All Races,NA,Male and Female,Pancreas,2003,NA
20-24,0.1,0.2,21,Incidence,20591688,All Races,0.1,Male and Female,Pancreas,2003,TRUE
25-29,0.1,0.3,39,Incidence,18771585,All Races,0.2,Male and Female,Pancreas,2003,TRUE
30-34,0.3,0.5,88,Incidence,20472210,All Races,0.4,Male and Female,Pancreas,2003,TRUE
35-39,1.0,1.3,237,Incidence,21264159,All Races,1.1,Male and Female,Pancreas,2003,TRUE
40-44,2.4,2.8,597,Incidence,22890047,All Races,2.6,Male and Female,Pancreas,2003,TRUE
45-49,5.2,5.8,1197,Incidence,21722676,All Races,5.5,Male and Female,Pancreas,2003,TRUE
5-9,~,~,~,Incidence,19620851,All Races,NA,Male and Female,Pancreas,2003,NA
50-54,10.2,11.2,2040,Incidence,19097278,All Races,10.7,Male and Female,Pancreas,2003,TRUE
55-59,17.1,18.4,2801,Incidence,15814557,All Races,17.7,Male and Female,Pancreas,2003,TRUE
60-64,26.8,28.7,3380,Incidence,12194388,All Races,27.7,Male and Female,Pancreas,2003,TRUE
65-69,39.9,42.5,4051,Incidence,9830796,All Races,41.2,Male and Female,Pancreas,2003,TRUE
70-74,54.8,57.9,4885,Incidence,8670119,All Races,56.3,Male and Female,Pancreas,2003,TRUE
75-79,69.0,72.9,5319,Incidence,7497842,All Races,70.9,Male and Female,Pancreas,2003,TRUE
80-84,83.4,88.3,4634,Incidence,5398596,All Races,85.8,Male and Female,Pancreas,2003,TRUE
85+,91.9,97.7,4232,Incidence,4466176,All Races,94.8,Male and Female,Pancreas,2003,TRUE
<1,~,~,~,Incidence,3975871,All Races,NA,Male and Female,Pancreas,2003,NA
1-4,~,~,~,Incidence,7979882,All Races,NA,Male and Female,Prostate,2003,NA
10-14,~,~,~,Incidence,10970478,All Races,NA,Male and Female,Prostate,2003,NA
15-19,~,~,~,Incidence,10710599,All Races,NA,Male and Female,Prostate,2003,NA
20-24,~,~,~,Incidence,10497965,All Races,NA,Male and Female,Prostate,2003,NA
25-29,~,~,~,Incidence,9464481,All Races,NA,Male and Female,Prostate,2003,NA
30-34,~,~,~,Incidence,10278392,All Races,NA,Male and Female,Prostate,2003,NA
35-39,0.8,1.2,105,Incidence,10604058,All Races,1,Male and Female,Prostate,2003,FALSE
40-44,8.5,9.6,1021,Incidence,11343445,All Races,9,Male and Female,Prostate,2003,FALSE
45-49,39.4,41.9,4351,Incidence,10705411,All Races,40.6,Male and Female,Prostate,2003,TRUE
5-9,~,~,~,Incidence,10039604,All Races,NA,Male and Female,Prostate,2003,NA
50-54,137.1,141.9,13023,Incidence,9337624,All Races,139.5,Male and Female,Prostate,2003,TRUE
55-59,315.2,323.2,24490,Incidence,7672601,All Races,319.2,Male and Female,Prostate,2003,TRUE
60-64,548.6,560.8,32265,Incidence,5816925,All Races,554.7,Male and Female,Prostate,2003,TRUE
65-69,832.8,849.6,38500,Incidence,4577090,All Races,841.1,Male and Female,Prostate,2003,TRUE
70-74,932.9,952.2,36529,Incidence,3875623,All Races,942.5,Male and Female,Prostate,2003,TRUE
75-79,891.3,912.3,28242,Incidence,3131860,All Races,901.8,Male and Female,Prostate,2003,TRUE
80-84,754.6,778.6,15725,Incidence,2051421,All Races,766.5,Male and Female,Prostate,2003,TRUE
85+,718.3,747.4,9806,Incidence,1338201,All Races,732.8,Male and Female,Prostate,2003,TRUE
<1,~,~,~,Incidence,2033237,All Races,NA,Male and Female,Prostate,2003,NA
1-4,~,~,~,Incidence,15616575,All Races,NA,Male and Female,Stomach,2003,NA
10-14,~,~,~,Incidence,21415353,All Races,NA,Male and Female,Stomach,2003,NA
15-19,~,~,~,Incidence,20797166,All Races,NA,Male and Female,Stomach,2003,NA
20-24,0.1,0.3,38,Incidence,20591688,All Races,0.2,Male and Female,Stomach,2003,TRUE
25-29,0.3,0.5,81,Incidence,18771585,All Races,0.4,Male and Female,Stomach,2003,TRUE
30-34,0.8,1.1,191,Incidence,20472210,All Races,0.9,Male and Female,Stomach,2003,TRUE
35-39,1.4,1.8,340,Incidence,21264159,All Races,1.6,Male and Female,Stomach,2003,TRUE
40-44,2.5,2.9,609,Incidence,22890047,All Races,2.7,Male and Female,Stomach,2003,TRUE
45-49,4.1,4.6,939,Incidence,21722676,All Races,4.3,Male and Female,Stomach,2003,TRUE
5-9,~,~,~,Incidence,19620851,All Races,NA,Male and Female,Stomach,2003,NA
50-54,6.6,7.3,1330,Incidence,19097278,All Races,7,Male and Female,Stomach,2003,FALSE
55-59,10.5,11.5,1736,Incidence,15814557,All Races,11,Male and Female,Stomach,2003,FALSE
60-64,16.7,18.2,2126,Incidence,12194388,All Races,17.4,Male and Female,Stomach,2003,TRUE
65-69,23.8,25.7,2431,Incidence,9830796,All Races,24.7,Male and Female,Stomach,2003,TRUE
70-74,31.9,34.3,2867,Incidence,8670119,All Races,33.1,Male and Female,Stomach,2003,TRUE
75-79,39.2,42.1,3050,Incidence,7497842,All Races,40.7,Male and Female,Stomach,2003,TRUE
80-84,49.3,53.1,2764,Incidence,5398596,All Races,51.2,Male and Female,Stomach,2003,TRUE
85+,57.1,61.7,2651,Incidence,4466176,All Races,59.4,Male and Female,Stomach,2003,TRUE
<1,~,~,~,Incidence,3975871,All Races,NA,Male and Female,Stomach,2003,NA
1-4,0.2,0.4,24,Incidence,7979882,All Races,0.3,Male and Female,Testis,2003,TRUE
10-14,0.2,0.3,26,Incidence,10970478,All Races,0.2,Male and Female,Testis,2003,TRUE
15-19,3.0,3.7,354,Incidence,10710599,All Races,3.3,Male and Female,Testis,2003,TRUE
20-24,8.3,9.4,928,Incidence,10497965,All Races,8.8,Male and Female,Testis,2003,TRUE
25-29,12.1,13.5,1211,Incidence,9464481,All Races,12.8,Male and Female,Testis,2003,TRUE
30-34,12.3,13.7,1335,Incidence,10278392,All Races,13,Male and Female,Testis,2003,FALSE
35-39,11.6,13.0,1305,Incidence,10604058,All Races,12.3,Male and Female,Testis,2003,TRUE
40-44,8.5,9.6,1029,Incidence,11343445,All Races,9.1,Male and Female,Testis,2003,TRUE
45-49,6.2,7.2,715,Incidence,10705411,All Races,6.7,Male and Female,Testis,2003,TRUE
5-9,~,~,~,Incidence,10039604,All Races,NA,Male and Female,Testis,2003,NA
50-54,3.6,4.5,376,Incidence,9337624,All Races,4,Male and Female,Testis,2003,FALSE
55-59,2.1,2.9,190,Incidence,7672601,All Races,2.5,Male and Female,Testis,2003,TRUE
60-64,1.1,1.7,78,Incidence,5816925,All Races,1.3,Male and Female,Testis,2003,TRUE
65-69,1.1,1.9,67,Incidence,4577090,All Races,1.5,Male and Female,Testis,2003,TRUE
70-74,0.7,1.3,37,Incidence,3875623,All Races,1,Male and Female,Testis,2003,FALSE
75-79,0.6,1.3,27,Incidence,3131860,All Races,0.9,Male and Female,Testis,2003,TRUE
80-84,0.7,1.7,24,Incidence,2051421,All Races,1.2,Male and Female,Testis,2003,TRUE
85+,~,~,~,Incidence,1338201,All Races,NA,Male and Female,Testis,2003,NA
<1,0.4,1.3,16,Incidence,2033237,All Races,0.8,Male and Female,Testis,2003,TRUE
1-4,~,~,~,Incidence,15616575,All Races,NA,Male and Female,Thyroid,2003,NA
10-14,0.4,0.6,113,Incidence,21415353,All Races,0.5,Male and Female,Thyroid,2003,TRUE
15-19,1.6,2.0,375,Incidence,20797166,All Races,1.8,Male and Female,Thyroid,2003,TRUE
20-24,3.9,4.5,865,Incidence,20591688,All Races,4.2,Male and Female,Thyroid,2003,TRUE
25-29,7.3,8.1,1439,Incidence,18771585,All Races,7.7,Male and Female,Thyroid,2003,TRUE
30-34,9.9,10.8,2116,Incidence,20472210,All Races,10.3,Male and Female,Thyroid,2003,TRUE
35-39,12.0,13.0,2658,Incidence,21264159,All Races,12.5,Male and Female,Thyroid,2003,TRUE
40-44,12.7,13.7,3020,Incidence,22890047,All Races,13.2,Male and Female,Thyroid,2003,TRUE
45-49,13.9,14.9,3134,Incidence,21722676,All Races,14.4,Male and Female,Thyroid,2003,TRUE
5-9,~,~,~,Incidence,19620851,All Races,NA,Male and Female,Thyroid,2003,NA
50-54,14.7,15.8,2908,Incidence,19097278,All Races,15.2,Male and Female,Thyroid,2003,TRUE
55-59,14.6,15.8,2404,Incidence,15814557,All Races,15.2,Male and Female,Thyroid,2003,TRUE
60-64,14.9,16.3,1905,Incidence,12194388,All Races,15.6,Male and Female,Thyroid,2003,TRUE
65-69,15.3,16.9,1579,Incidence,9830796,All Races,16.1,Male and Female,Thyroid,2003,TRUE
70-74,13.4,15.0,1234,Incidence,8670119,All Races,14.2,Male and Female,Thyroid,2003,TRUE
75-79,12.3,13.9,981,Incidence,7497842,All Races,13.1,Male and Female,Thyroid,2003,TRUE
80-84,10.5,12.4,617,Incidence,5398596,All Races,11.4,Male and Female,Thyroid,2003,TRUE
85+,8.3,10.1,409,Incidence,4466176,All Races,9.2,Male and Female,Thyroid,2003,TRUE
<1,~,~,~,Incidence,3975871,All Races,NA,Male and Female,Thyroid,2003,NA
1-4,~,~,~,Incidence,15616575,All Races,NA,Male and Female,Urinary Bladder,2003,NA
10-14,~,~,~,Incidence,21415353,All Races,NA,Male and Female,Urinary Bladder,2003,NA
15-19,0.1,0.2,22,Incidence,20797166,All Races,0.1,Male and Female,Urinary Bladder,2003,TRUE
20-24,0.2,0.3,51,Incidence,20591688,All Races,0.2,Male and Female,Urinary Bladder,2003,TRUE
25-29,0.3,0.5,68,Incidence,18771585,All Races,0.4,Male and Female,Urinary Bladder,2003,TRUE
30-34,0.8,1.1,194,Incidence,20472210,All Races,0.9,Male and Female,Urinary Bladder,2003,TRUE
35-39,1.7,2.0,394,Incidence,21264159,All Races,1.9,Male and Female,Urinary Bladder,2003,TRUE
40-44,3.8,4.3,923,Incidence,22890047,All Races,4,Male and Female,Urinary Bladder,2003,FALSE
45-49,7.4,8.2,1688,Incidence,21722676,All Races,7.8,Male and Female,Urinary Bladder,2003,TRUE
5-9,~,~,~,Incidence,19620851,All Races,NA,Male and Female,Urinary Bladder,2003,NA
50-54,15.4,16.5,3039,Incidence,19097278,All Races,15.9,Male and Female,Urinary Bladder,2003,TRUE
55-59,30.8,32.5,5001,Incidence,15814557,All Races,31.6,Male and Female,Urinary Bladder,2003,TRUE
60-64,50.9,53.5,6364,Incidence,12194388,All Races,52.2,Male and Female,Urinary Bladder,2003,TRUE
65-69,82.0,85.6,8235,Incidence,9830796,All Races,83.8,Male and Female,Urinary Bladder,2003,TRUE
70-74,116.9,121.5,10331,Incidence,8670119,All Races,119.2,Male and Female,Urinary Bladder,2003,TRUE
75-79,147.8,153.4,11291,Incidence,7497842,All Races,150.6,Male and Female,Urinary Bladder,2003,TRUE
80-84,163.7,170.6,9023,Incidence,5398596,All Races,167.1,Male and Female,Urinary Bladder,2003,TRUE
85+,156.0,163.4,7132,Incidence,4466176,All Races,159.7,Male and Female,Urinary Bladder,2003,TRUE
<1,~,~,~,Incidence,3975871,All Races,NA,Male and Female,Urinary Bladder,2003,NA
1-4,21.6,23.1,3522,Incidence,15771627,All Races,22.3,Male and Female,All Cancer Sites Combined,2004,TRUE
10-14,12.9,13.9,2870,Incidence,21411680,All Races,13.4,Male and Female,All Cancer Sites Combined,2004,TRUE
15-19,21.0,22.3,4571,Incidence,21102552,All Races,21.7,Male and Female,All Cancer Sites Combined,2004,TRUE
20-24,33.9,35.5,7226,Incidence,20845560,All Races,34.7,Male and Female,All Cancer Sites Combined,2004,TRUE
25-29,54.7,56.8,10657,Incidence,19107055,All Races,55.8,Male and Female,All Cancer Sites Combined,2004,TRUE
30-34,88.3,90.9,18062,Incidence,20159501,All Races,89.6,Male and Female,All Cancer Sites Combined,2004,TRUE
35-39,132.7,135.9,28034,Incidence,20874649,All Races,134.3,Male and Female,All Cancer Sites Combined,2004,TRUE
40-44,219.5,223.4,50771,Incidence,22925626,All Races,221.5,Male and Female,All Cancer Sites Combined,2004,TRUE
45-49,361.0,366.0,80204,Incidence,22065262,All Races,363.5,Male and Female,All Cancer Sites Combined,2004,TRUE
5-9,11.5,12.5,2327,Incidence,19454237,All Races,12,Male and Female,All Cancer Sites Combined,2004,FALSE
50-54,573.9,580.7,112948,Incidence,19564668,All Races,577.3,Male and Female,All Cancer Sites Combined,2004,TRUE
55-59,876.4,885.5,146302,Incidence,16607176,All Races,881,Male and Female,All Cancer Sites Combined,2004,FALSE
60-64,1294.9,1307.5,165229,Incidence,12698128,All Races,1301.2,Male and Female,All Cancer Sites Combined,2004,TRUE
65-69,1792.8,1809.4,181429,Incidence,10073429,All Races,1801.1,Male and Female,All Cancer Sites Combined,2004,TRUE
70-74,2152.6,2172.3,185841,Incidence,8594104,All Races,2162.4,Male and Female,All Cancer Sites Combined,2004,TRUE
75-79,2431.2,2453.6,182236,Incidence,7461399,All Races,2442.4,Male and Female,All Cancer Sites Combined,2004,TRUE
80-84,2503.4,2529.9,139130,Incidence,5528504,All Races,2516.6,Male and Female,All Cancer Sites Combined,2004,TRUE
85+,2338.6,2366.8,106951,Incidence,4545883,All Races,2352.7,Male and Female,All Cancer Sites Combined,2004,TRUE
<1,24.0,27.2,1026,Incidence,4014258,All Races,25.6,Male and Female,All Cancer Sites Combined,2004,TRUE
1-4,4.3,5.0,726,Incidence,15771627,All Races,4.6,Male and Female,Brain and Other Nervous System,2004,TRUE
10-14,2.5,2.9,582,Incidence,21411680,All Races,2.7,Male and Female,Brain and Other Nervous System,2004,TRUE
15-19,2.1,2.6,493,Incidence,21102552,All Races,2.3,Male and Female,Brain and Other Nervous System,2004,TRUE
20-24,2.1,2.5,471,Incidence,20845560,All Races,2.3,Male and Female,Brain and Other Nervous System,2004,TRUE
25-29,3.0,3.6,629,Incidence,19107055,All Races,3.3,Male and Female,Brain and Other Nervous System,2004,TRUE
30-34,3.3,3.9,726,Incidence,20159501,All Races,3.6,Male and Female,Brain and Other Nervous System,2004,TRUE
35-39,3.7,4.3,834,Incidence,20874649,All Races,4,Male and Female,Brain and Other Nervous System,2004,FALSE
40-44,4.6,5.2,1119,Incidence,22925626,All Races,4.9,Male and Female,Brain and Other Nervous System,2004,TRUE
45-49,6.0,6.7,1401,Incidence,22065262,All Races,6.3,Male and Female,Brain and Other Nervous System,2004,TRUE
5-9,3.3,3.9,697,Incidence,19454237,All Races,3.6,Male and Female,Brain and Other Nervous System,2004,TRUE
50-54,7.9,8.8,1633,Incidence,19564668,All Races,8.3,Male and Female,Brain and Other Nervous System,2004,TRUE
55-59,10.9,11.9,1888,Incidence,16607176,All Races,11.4,Male and Female,Brain and Other Nervous System,2004,TRUE
60-64,13.5,14.8,1790,Incidence,12698128,All Races,14.1,Male and Female,Brain and Other Nervous System,2004,TRUE
